id,question,expected_answer
84,What times can I reach your customer support team?,"Our business hours are [working hours]. During these hours, our customer support team is available to assist you with any inquiries or issues."
84,When is your support available to assist me?,"Our business hours are [working hours]. During these hours, our customer support team is available to assist you with any inquiries or issues."
84,Can you tell me your operational hours for customer inquiries?,"Our business hours are [working hours]. During these hours, our customer support team is available to assist you with any inquiries or issues."
84,During which hours can I contact you for assistance?,"Our business hours are [working hours]. During these hours, our customer support team is available to assist you with any inquiries or issues."
84,What are the times your support team is on duty?,"Our business hours are [working hours]. During these hours, our customer support team is available to assist you with any inquiries or issues."
85,Is there a satisfaction guarantee on your products?,"Yes, we offer a satisfaction guarantee on our products. If you are not satisfied with your purchase, please contact our customer support team for assistance."
85,What should I do if I'm not happy with my purchase?,"Yes, we offer a satisfaction guarantee on our products. If you are not satisfied with your purchase, please contact our customer support team for assistance."
85,Can I contact customer support for assistance regarding my satisfaction?,"Yes, we offer a satisfaction guarantee on our products. If you are not satisfied with your purchase, please contact our customer support team for assistance."
85,Do you provide any assurance if I'm dissatisfied with my order?,"Yes, we offer a satisfaction guarantee on our products. If you are not satisfied with your purchase, please contact our customer support team for assistance."
85,How does your satisfaction guarantee work?,"Yes, we offer a satisfaction guarantee on our products. If you are not satisfied with your purchase, please contact our customer support team for assistance."
86,What steps should I follow to submit a job application?,"To apply for a job at our company, visit our Careers page, where you can find current job openings and submit your application."
86,Where can I find the latest job openings at your company?,"To apply for a job at our company, visit our Careers page, where you can find current job openings and submit your application."
86,Is there a specific page I need to visit to apply for a job?,"To apply for a job at our company, visit our Careers page, where you can find current job openings and submit your application."
86,Can you guide me on how to apply for a position with your company?,"To apply for a job at our company, visit our Careers page, where you can find current job openings and submit your application."
86,What information do I need to provide when applying for a job?,"To apply for a job at our company, visit our Careers page, where you can find current job openings and submit your application."
87,Can you tell me the warranty duration for your products?,The warranty on our products varies by item. Please refer to the product page for specific warranty information or contact our customer support team.
87,Where can I find the specific warranty information for a product?,The warranty on our products varies by item. Please refer to the product page for specific warranty information or contact our customer support team.
87,Is the warranty period the same for all items?,The warranty on our products varies by item. Please refer to the product page for specific warranty information or contact our customer support team.
87,What should I do if I need help regarding the warranty?,The warranty on our products varies by item. Please refer to the product page for specific warranty information or contact our customer support team.
87,Who can I contact for more details about product warranties?,The warranty on our products varies by item. Please refer to the product page for specific warranty information or contact our customer support team.
88,Is it possible to get a refund if the price of an item decreases shortly after I buy it?,"If the price of a product drops within 7 days of your purchase, you may be eligible for a price adjustment. Please contact our customer support team with your order details."
88,What should I do if the price drops after I have completed my purchase?,"If the price of a product drops within 7 days of your purchase, you may be eligible for a price adjustment. Please contact our customer support team with your order details."
88,Can I contact customer support for a price adjustment within a week of my order?,"If the price of a product drops within 7 days of your purchase, you may be eligible for a price adjustment. Please contact our customer support team with your order details."
88,Am I eligible for a price adjustment if the price changes within seven days?,"If the price of a product drops within 7 days of your purchase, you may be eligible for a price adjustment. Please contact our customer support team with your order details."
88,How do I provide my order details to request a refund after a price drop?,"If the price of a product drops within 7 days of your purchase, you may be eligible for a price adjustment. Please contact our customer support team with your order details."
