question,article_number,article_orig,index
ما هي الالتزامات والواجبات التي يجب أن يلتزم بها البحارة وقواعد تنظيم العمل على ظهر السفينة وفقًا لنظام العمل السعودي؟,172,"يجــب أن تعلــن فــي الســفينة وفــي القســم المخصــص للعــاملين فيهــا قواعــد العمــل علــى ظهرهــا وشــروطه ، ويجــب أن تتضــمن 
القواعد والشروط ما يأتي:  

1. إلتزامـــات البحـــارة وواجبـــاتهم وقواعـــد تنظـــيم العمـــل علـــى ظهـــر الســـفينة والجـــداول الزمنيـــة للخدمـــة ، وســـاعات العمـــل 

اليومية . 

2. واجبات مجهز السفينة تجاه البحارة ، من حيث الأجور الثابتة والمكافآت ، وغير ذلك من أنواع الأجر . 

3. كيفية تعليق دفع الأجور أو الحسم منها ، وكيفية دفع السلف على الأجور . 

4. مكان تصفية الأجور وزمانها ، وحسابها النهائي. 

5. قواعد تقديم الغذاء والمبيت وأصولها على ظهر السفينة . 

6. علاج أمراض البحارة وإصاباتهم . 

7. سلوك البحارة ، وشروط ترحيلهم إلى بلدهم . 

8. إجازات البحارة السنوية المدفوعة الأجر . 

9. مكافأة نهاية الخدمة ، وغير ذلك من التعويضات التي ستدفع بمناسبة إنهاء عقد العمل ، أو إنتهائه .",175
ما هي واجبات مجهز السفينة تجاه البحارة من حيث الأجور والمكافآت حسب قانون العمل السعودي؟,172,"يجــب أن تعلــن فــي الســفينة وفــي القســم المخصــص للعــاملين فيهــا قواعــد العمــل علــى ظهرهــا وشــروطه ، ويجــب أن تتضــمن 
القواعد والشروط ما يأتي:  

1. إلتزامـــات البحـــارة وواجبـــاتهم وقواعـــد تنظـــيم العمـــل علـــى ظهـــر الســـفينة والجـــداول الزمنيـــة للخدمـــة ، وســـاعات العمـــل 

اليومية . 

2. واجبات مجهز السفينة تجاه البحارة ، من حيث الأجور الثابتة والمكافآت ، وغير ذلك من أنواع الأجر . 

3. كيفية تعليق دفع الأجور أو الحسم منها ، وكيفية دفع السلف على الأجور . 

4. مكان تصفية الأجور وزمانها ، وحسابها النهائي. 

5. قواعد تقديم الغذاء والمبيت وأصولها على ظهر السفينة . 

6. علاج أمراض البحارة وإصاباتهم . 

7. سلوك البحارة ، وشروط ترحيلهم إلى بلدهم . 

8. إجازات البحارة السنوية المدفوعة الأجر . 

9. مكافأة نهاية الخدمة ، وغير ذلك من التعويضات التي ستدفع بمناسبة إنهاء عقد العمل ، أو إنتهائه .",175
كيف يمكن تعليق دفع الأجور أو الحسم منها وما هي آلية دفع السلف على الأجور في السفينة؟,172,"يجــب أن تعلــن فــي الســفينة وفــي القســم المخصــص للعــاملين فيهــا قواعــد العمــل علــى ظهرهــا وشــروطه ، ويجــب أن تتضــمن 
القواعد والشروط ما يأتي:  

1. إلتزامـــات البحـــارة وواجبـــاتهم وقواعـــد تنظـــيم العمـــل علـــى ظهـــر الســـفينة والجـــداول الزمنيـــة للخدمـــة ، وســـاعات العمـــل 

اليومية . 

2. واجبات مجهز السفينة تجاه البحارة ، من حيث الأجور الثابتة والمكافآت ، وغير ذلك من أنواع الأجر . 

3. كيفية تعليق دفع الأجور أو الحسم منها ، وكيفية دفع السلف على الأجور . 

4. مكان تصفية الأجور وزمانها ، وحسابها النهائي. 

5. قواعد تقديم الغذاء والمبيت وأصولها على ظهر السفينة . 

6. علاج أمراض البحارة وإصاباتهم . 

7. سلوك البحارة ، وشروط ترحيلهم إلى بلدهم . 

8. إجازات البحارة السنوية المدفوعة الأجر . 

9. مكافأة نهاية الخدمة ، وغير ذلك من التعويضات التي ستدفع بمناسبة إنهاء عقد العمل ، أو إنتهائه .",175
ما هي القواعد المتعلقة بتقديم الغذاء والمبيت على ظهر السفينة كما هو وارد في نظام العمل السعودي؟,172,"يجــب أن تعلــن فــي الســفينة وفــي القســم المخصــص للعــاملين فيهــا قواعــد العمــل علــى ظهرهــا وشــروطه ، ويجــب أن تتضــمن 
القواعد والشروط ما يأتي:  

1. إلتزامـــات البحـــارة وواجبـــاتهم وقواعـــد تنظـــيم العمـــل علـــى ظهـــر الســـفينة والجـــداول الزمنيـــة للخدمـــة ، وســـاعات العمـــل 

اليومية . 

2. واجبات مجهز السفينة تجاه البحارة ، من حيث الأجور الثابتة والمكافآت ، وغير ذلك من أنواع الأجر . 

3. كيفية تعليق دفع الأجور أو الحسم منها ، وكيفية دفع السلف على الأجور . 

4. مكان تصفية الأجور وزمانها ، وحسابها النهائي. 

5. قواعد تقديم الغذاء والمبيت وأصولها على ظهر السفينة . 

6. علاج أمراض البحارة وإصاباتهم . 

7. سلوك البحارة ، وشروط ترحيلهم إلى بلدهم . 

8. إجازات البحارة السنوية المدفوعة الأجر . 

9. مكافأة نهاية الخدمة ، وغير ذلك من التعويضات التي ستدفع بمناسبة إنهاء عقد العمل ، أو إنتهائه .",175
ما هي الإجازات السنوية المدفوعة الأجر للبحارة وفقًا للمادة الثانية والسبعين بعد المائة في نظام العمل السعودي؟,172,"يجــب أن تعلــن فــي الســفينة وفــي القســم المخصــص للعــاملين فيهــا قواعــد العمــل علــى ظهرهــا وشــروطه ، ويجــب أن تتضــمن 
القواعد والشروط ما يأتي:  

1. إلتزامـــات البحـــارة وواجبـــاتهم وقواعـــد تنظـــيم العمـــل علـــى ظهـــر الســـفينة والجـــداول الزمنيـــة للخدمـــة ، وســـاعات العمـــل 

اليومية . 

2. واجبات مجهز السفينة تجاه البحارة ، من حيث الأجور الثابتة والمكافآت ، وغير ذلك من أنواع الأجر . 

3. كيفية تعليق دفع الأجور أو الحسم منها ، وكيفية دفع السلف على الأجور . 

4. مكان تصفية الأجور وزمانها ، وحسابها النهائي. 

5. قواعد تقديم الغذاء والمبيت وأصولها على ظهر السفينة . 

6. علاج أمراض البحارة وإصاباتهم . 

7. سلوك البحارة ، وشروط ترحيلهم إلى بلدهم . 

8. إجازات البحارة السنوية المدفوعة الأجر . 

9. مكافأة نهاية الخدمة ، وغير ذلك من التعويضات التي ستدفع بمناسبة إنهاء عقد العمل ، أو إنتهائه .",175
ما هي الشروط اللازمة للعمل كبحار في السعودية؟,173,"يشترط فيمن يعمل بحاراً :  

1. أن يكون قد أتم من العمر ثماني عشرة سنة . 
2. أن يكون حاصلاً على شهادة تتيح له العمل في الخدمة البحرية . 
3. أن يكون لائقاً طبياً .",176
كم يجب أن يكون عمر الشخص لكي يعمل في البحر وفقاً للنظام السعودي؟,173,"يشترط فيمن يعمل بحاراً :  

1. أن يكون قد أتم من العمر ثماني عشرة سنة . 
2. أن يكون حاصلاً على شهادة تتيح له العمل في الخدمة البحرية . 
3. أن يكون لائقاً طبياً .",176
ما هي المؤهلات المطلوبة لمن يرغب في العمل في الخدمة البحرية؟,173,"يشترط فيمن يعمل بحاراً :  

1. أن يكون قد أتم من العمر ثماني عشرة سنة . 
2. أن يكون حاصلاً على شهادة تتيح له العمل في الخدمة البحرية . 
3. أن يكون لائقاً طبياً .",176
هل هناك متطلبات طبية خاصة للعمل كبحار في السعودية؟,173,"يشترط فيمن يعمل بحاراً :  

1. أن يكون قد أتم من العمر ثماني عشرة سنة . 
2. أن يكون حاصلاً على شهادة تتيح له العمل في الخدمة البحرية . 
3. أن يكون لائقاً طبياً .",176
هل يمكن لشخص تحت سن الثامنة عشر العمل في البحر بالسعودية؟,173,"يشترط فيمن يعمل بحاراً :  

1. أن يكون قد أتم من العمر ثماني عشرة سنة . 
2. أن يكون حاصلاً على شهادة تتيح له العمل في الخدمة البحرية . 
3. أن يكون لائقاً طبياً .",176
ما هي العملة التي يجب أن تُدفع بها استحقاقات البحار وفقًا للمادة الرابعة والسبعين بعد المائة من نظام العمل السعودي؟,174,"تــــدفع  جميــــع اســــتحقاقات البحــــار بالعملــــة الرســــمية ، ويجــــوز أداؤهــــا بالعملــــة الأجنبيــــة إذا أســــتحقت والســــفينة خــــارج الميــــاه 
الإقليمية وقبل البحار ذلك . 
وللبحار أن يطلب من صاحب العمل صرف ما يستحقه من أجره النقدي لمن يعينه .",177
هل يمكن للبّحار تلقي مستحقاته بعملة أجنبية وفقًا للمادة الرابعة والسبعين بعد المائة وماهية الشروط لذلك؟,174,"تــــدفع  جميــــع اســــتحقاقات البحــــار بالعملــــة الرســــمية ، ويجــــوز أداؤهــــا بالعملــــة الأجنبيــــة إذا أســــتحقت والســــفينة خــــارج الميــــاه 
الإقليمية وقبل البحار ذلك . 
وللبحار أن يطلب من صاحب العمل صرف ما يستحقه من أجره النقدي لمن يعينه .",177
وفقًا للمادة الرابعة والسبعين بعد المائة، هل يمكن للبّحار طلب صرف أجره لأحد أفراد عائلته أو لمن يعينه؟,174,"تــــدفع  جميــــع اســــتحقاقات البحــــار بالعملــــة الرســــمية ، ويجــــوز أداؤهــــا بالعملــــة الأجنبيــــة إذا أســــتحقت والســــفينة خــــارج الميــــاه 
الإقليمية وقبل البحار ذلك . 
وللبحار أن يطلب من صاحب العمل صرف ما يستحقه من أجره النقدي لمن يعينه .",177
ما هي الإجراءات المتّبعة في حالة استحقاق راتب البحار والسفينة خارج المياه الإقليمية كما ينص عليه القانون؟,174,"تــــدفع  جميــــع اســــتحقاقات البحــــار بالعملــــة الرســــمية ، ويجــــوز أداؤهــــا بالعملــــة الأجنبيــــة إذا أســــتحقت والســــفينة خــــارج الميــــاه 
الإقليمية وقبل البحار ذلك . 
وللبحار أن يطلب من صاحب العمل صرف ما يستحقه من أجره النقدي لمن يعينه .",177
بحسب المادة الرابعة والسبعين بعد المائة، ماذا يمكن أن يفعل البحار في حالة تواجده على متن سفينة خارج المياه الإقليمية ويريد صرف أجره؟,174,"تــــدفع  جميــــع اســــتحقاقات البحــــار بالعملــــة الرســــمية ، ويجــــوز أداؤهــــا بالعملــــة الأجنبيــــة إذا أســــتحقت والســــفينة خــــارج الميــــاه 
الإقليمية وقبل البحار ذلك . 
وللبحار أن يطلب من صاحب العمل صرف ما يستحقه من أجره النقدي لمن يعينه .",177
إذا تم اختصار السفر لأسباب قهرية أو اختيارية، هل يؤثر ذلك على أجر البحار وفقاً للعقد البحري؟,175,"إذا أختصــر الســفر لأي ســبب مــن الأســباب ، ســواءاً كــان ذلــك إختياريــاً أم قهريــاً ، فــلا يترتــب علــى ذلــك نقــص أجــر البحــار المشــغل 
بعقد عمل بحري ، لمدة رحلة بحرية واحدة . 

 

60-عدلت هذه المادة بناءً على المرسوم الملكي رقم )م/44( بتاريخ 8/2/1446هــ،  

 
49",178
هل تتأثر رحلة البحار البحرية إذا اختصر السفر لأي سبب؟,175,"إذا أختصــر الســفر لأي ســبب مــن الأســباب ، ســواءاً كــان ذلــك إختياريــاً أم قهريــاً ، فــلا يترتــب علــى ذلــك نقــص أجــر البحــار المشــغل 
بعقد عمل بحري ، لمدة رحلة بحرية واحدة . 

 

60-عدلت هذه المادة بناءً على المرسوم الملكي رقم )م/44( بتاريخ 8/2/1446هــ،  

 
49",178
في حالة اختصار السفر، هل يحق للبحار المطالبة بأجره الكامل عن الرحلة البحرية وفقاً لنظام العمل السعودي؟,175,"إذا أختصــر الســفر لأي ســبب مــن الأســباب ، ســواءاً كــان ذلــك إختياريــاً أم قهريــاً ، فــلا يترتــب علــى ذلــك نقــص أجــر البحــار المشــغل 
بعقد عمل بحري ، لمدة رحلة بحرية واحدة . 

 

60-عدلت هذه المادة بناءً على المرسوم الملكي رقم )م/44( بتاريخ 8/2/1446هــ،  

 
49",178
هل يمكن للبحار تقليل أجره إذا اختير اختصار الرحلة البحرية بموجب عقد عمل بحري؟,175,"إذا أختصــر الســفر لأي ســبب مــن الأســباب ، ســواءاً كــان ذلــك إختياريــاً أم قهريــاً ، فــلا يترتــب علــى ذلــك نقــص أجــر البحــار المشــغل 
بعقد عمل بحري ، لمدة رحلة بحرية واحدة . 

 

60-عدلت هذه المادة بناءً على المرسوم الملكي رقم )م/44( بتاريخ 8/2/1446هــ،  

 
49",178
ما هو تأثير اختصار السفر الاختياري على أجر البحار في رحلة بحرية وفقاً للمادة الخامسة والسبعين بعد المائة؟,175,"إذا أختصــر الســفر لأي ســبب مــن الأســباب ، ســواءاً كــان ذلــك إختياريــاً أم قهريــاً ، فــلا يترتــب علــى ذلــك نقــص أجــر البحــار المشــغل 
بعقد عمل بحري ، لمدة رحلة بحرية واحدة . 

 

60-عدلت هذه المادة بناءً على المرسوم الملكي رقم )م/44( بتاريخ 8/2/1446هــ،  

 
49",178
ماذا يحدث لأجر البحار إذا ألغيت الرحلة؟,176,"إذا حــدد الأجــر بحصــة مــن الأربــاح أو أجــر الســفينة فــإن البحــار  لا يســتحق تعويضــاً فــي حالــة إلغــاء الرحلــة ، ولا زيــادة فــي الأجــر عنــد تــأخير 
الرحلة أو إطالتها ، أما إذا كان التأخير أو الإطالة ناشئاً عن فعل الشاحنين إستحق البحار تعويضاً من المجهز .",179
هل يستحق البحار تعويضاً إذا تأخرت الرحلة بسببه؟,176,"إذا حــدد الأجــر بحصــة مــن الأربــاح أو أجــر الســفينة فــإن البحــار  لا يســتحق تعويضــاً فــي حالــة إلغــاء الرحلــة ، ولا زيــادة فــي الأجــر عنــد تــأخير 
الرحلة أو إطالتها ، أما إذا كان التأخير أو الإطالة ناشئاً عن فعل الشاحنين إستحق البحار تعويضاً من المجهز .",179
ما التعويض الذي يحصل عليه البحار إذا تأخرت الرحلة بسبب الشاحنين؟,176,"إذا حــدد الأجــر بحصــة مــن الأربــاح أو أجــر الســفينة فــإن البحــار  لا يســتحق تعويضــاً فــي حالــة إلغــاء الرحلــة ، ولا زيــادة فــي الأجــر عنــد تــأخير 
الرحلة أو إطالتها ، أما إذا كان التأخير أو الإطالة ناشئاً عن فعل الشاحنين إستحق البحار تعويضاً من المجهز .",179
في حال كان أجر البحار عبارة عن جزء من الأرباح، هل يحق له زيادة إذا طالت الرحلة؟,176,"إذا حــدد الأجــر بحصــة مــن الأربــاح أو أجــر الســفينة فــإن البحــار  لا يســتحق تعويضــاً فــي حالــة إلغــاء الرحلــة ، ولا زيــادة فــي الأجــر عنــد تــأخير 
الرحلة أو إطالتها ، أما إذا كان التأخير أو الإطالة ناشئاً عن فعل الشاحنين إستحق البحار تعويضاً من المجهز .",179
هل يأخذ البحار أجراً إضافياً إذا كان الأجر مربوطاً بأجر السفينة وتأخرت الرحلة؟,176,"إذا حــدد الأجــر بحصــة مــن الأربــاح أو أجــر الســفينة فــإن البحــار  لا يســتحق تعويضــاً فــي حالــة إلغــاء الرحلــة ، ولا زيــادة فــي الأجــر عنــد تــأخير 
الرحلة أو إطالتها ، أما إذا كان التأخير أو الإطالة ناشئاً عن فعل الشاحنين إستحق البحار تعويضاً من المجهز .",179
متى يستحق البحار أجره في حالة تعرض السفينة لحادث؟,177,يستحق البحار أجره إذا أسرت السفينة ، أو غرقت أو أصبحت غير صالحة للملاحة ، وذلك حتى يوم وقوع الحادث .,180
هل يستحق البحار أجره إذا أصبحت السفينة غير صالحة للملاحة؟,177,يستحق البحار أجره إذا أسرت السفينة ، أو غرقت أو أصبحت غير صالحة للملاحة ، وذلك حتى يوم وقوع الحادث .,180
هل يتوقف أجر البحار إذا غرقت السفينة؟,177,يستحق البحار أجره إذا أسرت السفينة ، أو غرقت أو أصبحت غير صالحة للملاحة ، وذلك حتى يوم وقوع الحادث .,180
ماذا يحدث لأجر البحار إذا أسرت السفينة؟,177,يستحق البحار أجره إذا أسرت السفينة ، أو غرقت أو أصبحت غير صالحة للملاحة ، وذلك حتى يوم وقوع الحادث .,180
هل يحصل البحار على أجره حتى يوم وقوع الحادث فقط؟,177,يستحق البحار أجره إذا أسرت السفينة ، أو غرقت أو أصبحت غير صالحة للملاحة ، وذلك حتى يوم وقوع الحادث .,180
ما هي الضوابط المتعلقة بالعقد البحري بخصوص حقوق وواجبات الأطراف وفق المادة الثامنة والسبعون بعد المائة؟,178,"61 
 
دون إخــلال بالأحكــام المتعلقــة بعقــد العمــل البحــري الــواردة فــي هــذا النظــام؛ تصــدر بقــرار مــن الــوزير -بالتنســيق مــع الهيئــة العامــة 
للنقـــل- لائحـــة تنظـــيم عقـــد العمـــل البحـــري، وتشـــتمل علـــى الأحكـــام المتعلقـــة بحقـــوق طرفـــي العقـــد والتزاماتهمـــا، وظـــروف 
المعيشـــة والســـلامة والغـــذاء والنـــوم والترفيـــه علـــى مـــتن الســـفينة، والتـــدابير الواجـــب علـــى صـــاحب العمـــل اتخاذهـــا للوقايـــة مـــن 
الإصـــابات والأمـــراض المهنيـــة، والرعايـــة الصـــحية، وســـاعات العمـــل والراحـــة والإجـــازات، وتـــدريب وتنميـــة مهـــارات البحـــار، وأحكـــام 
إعــادة البحــار إلــى موطنــه، وإصــدار شــهادة التــزام الســفينة بأحكــام هــذا النظــام، وآليــة التفتــيش والرقابــة علــى التــزام الســفن فــي 

ضوء هذا النظام، وتحديد المخالفات والعقوبات المترتبة على ارتكابها، وأحكام التسوية الودية للشكاوى.",181
ما الأحكام المتعلقة بظروف المعيشة والسلامة على متن السفينة وفق المادة الثامنة والسبعون بعد المائة؟,178,"61 
 
دون إخــلال بالأحكــام المتعلقــة بعقــد العمــل البحــري الــواردة فــي هــذا النظــام؛ تصــدر بقــرار مــن الــوزير -بالتنســيق مــع الهيئــة العامــة 
للنقـــل- لائحـــة تنظـــيم عقـــد العمـــل البحـــري، وتشـــتمل علـــى الأحكـــام المتعلقـــة بحقـــوق طرفـــي العقـــد والتزاماتهمـــا، وظـــروف 
المعيشـــة والســـلامة والغـــذاء والنـــوم والترفيـــه علـــى مـــتن الســـفينة، والتـــدابير الواجـــب علـــى صـــاحب العمـــل اتخاذهـــا للوقايـــة مـــن 
الإصـــابات والأمـــراض المهنيـــة، والرعايـــة الصـــحية، وســـاعات العمـــل والراحـــة والإجـــازات، وتـــدريب وتنميـــة مهـــارات البحـــار، وأحكـــام 
إعــادة البحــار إلــى موطنــه، وإصــدار شــهادة التــزام الســفينة بأحكــام هــذا النظــام، وآليــة التفتــيش والرقابــة علــى التــزام الســفن فــي 

ضوء هذا النظام، وتحديد المخالفات والعقوبات المترتبة على ارتكابها، وأحكام التسوية الودية للشكاوى.",181
كيف يتم تنظيم ساعات العمل والراحة والإجازات للعمال البحريين حسب المادة الثامنة والسبعون بعد المائة؟,178,"61 
 
دون إخــلال بالأحكــام المتعلقــة بعقــد العمــل البحــري الــواردة فــي هــذا النظــام؛ تصــدر بقــرار مــن الــوزير -بالتنســيق مــع الهيئــة العامــة 
للنقـــل- لائحـــة تنظـــيم عقـــد العمـــل البحـــري، وتشـــتمل علـــى الأحكـــام المتعلقـــة بحقـــوق طرفـــي العقـــد والتزاماتهمـــا، وظـــروف 
المعيشـــة والســـلامة والغـــذاء والنـــوم والترفيـــه علـــى مـــتن الســـفينة، والتـــدابير الواجـــب علـــى صـــاحب العمـــل اتخاذهـــا للوقايـــة مـــن 
الإصـــابات والأمـــراض المهنيـــة، والرعايـــة الصـــحية، وســـاعات العمـــل والراحـــة والإجـــازات، وتـــدريب وتنميـــة مهـــارات البحـــار، وأحكـــام 
إعــادة البحــار إلــى موطنــه، وإصــدار شــهادة التــزام الســفينة بأحكــام هــذا النظــام، وآليــة التفتــيش والرقابــة علــى التــزام الســفن فــي 

ضوء هذا النظام، وتحديد المخالفات والعقوبات المترتبة على ارتكابها، وأحكام التسوية الودية للشكاوى.",181
ما الإجراءات الواجب على صاحب العمل اتخاذها للوقاية من الإصابات والأمراض المهنية حسب المادة الثامنة والسبعون بعد المائة؟,178,"61 
 
دون إخــلال بالأحكــام المتعلقــة بعقــد العمــل البحــري الــواردة فــي هــذا النظــام؛ تصــدر بقــرار مــن الــوزير -بالتنســيق مــع الهيئــة العامــة 
للنقـــل- لائحـــة تنظـــيم عقـــد العمـــل البحـــري، وتشـــتمل علـــى الأحكـــام المتعلقـــة بحقـــوق طرفـــي العقـــد والتزاماتهمـــا، وظـــروف 
المعيشـــة والســـلامة والغـــذاء والنـــوم والترفيـــه علـــى مـــتن الســـفينة، والتـــدابير الواجـــب علـــى صـــاحب العمـــل اتخاذهـــا للوقايـــة مـــن 
الإصـــابات والأمـــراض المهنيـــة، والرعايـــة الصـــحية، وســـاعات العمـــل والراحـــة والإجـــازات، وتـــدريب وتنميـــة مهـــارات البحـــار، وأحكـــام 
إعــادة البحــار إلــى موطنــه، وإصــدار شــهادة التــزام الســفينة بأحكــام هــذا النظــام، وآليــة التفتــيش والرقابــة علــى التــزام الســفن فــي 

ضوء هذا النظام، وتحديد المخالفات والعقوبات المترتبة على ارتكابها، وأحكام التسوية الودية للشكاوى.",181
ما هي الآلية لتفتش والرقابة وتحديد المخالفات والعقوبات المتصلة بتطبيق نظام العمل البحري حسب المادة الثامنة والسبعون بعد المائة؟,178,"61 
 
دون إخــلال بالأحكــام المتعلقــة بعقــد العمــل البحــري الــواردة فــي هــذا النظــام؛ تصــدر بقــرار مــن الــوزير -بالتنســيق مــع الهيئــة العامــة 
للنقـــل- لائحـــة تنظـــيم عقـــد العمـــل البحـــري، وتشـــتمل علـــى الأحكـــام المتعلقـــة بحقـــوق طرفـــي العقـــد والتزاماتهمـــا، وظـــروف 
المعيشـــة والســـلامة والغـــذاء والنـــوم والترفيـــه علـــى مـــتن الســـفينة، والتـــدابير الواجـــب علـــى صـــاحب العمـــل اتخاذهـــا للوقايـــة مـــن 
الإصـــابات والأمـــراض المهنيـــة، والرعايـــة الصـــحية، وســـاعات العمـــل والراحـــة والإجـــازات، وتـــدريب وتنميـــة مهـــارات البحـــار، وأحكـــام 
إعــادة البحــار إلــى موطنــه، وإصــدار شــهادة التــزام الســفينة بأحكــام هــذا النظــام، وآليــة التفتــيش والرقابــة علــى التــزام الســفن فــي 

ضوء هذا النظام، وتحديد المخالفات والعقوبات المترتبة على ارتكابها، وأحكام التسوية الودية للشكاوى.",181
ما هي أقصى عدد ساعات العمل في اليوم على ظهر السفينة أثناء وجودها في عرض البحر؟,179,"لا تزيــد ســاعات العمــل علــى ظهــر الســفينة أثنــاء وجودهــا فــي عــرض البحــر علــى أربــع عشــرة ســاعة فــي مــدة أربــع وعشــرين ســاعة ، 
ولا على إثنتين وسبعين ساعة في مدة سبعة أيام .",182
كم عدد الساعات الأقصى للعمل على ظهر السفينة خلال أسبوع بينما تكون في عرض البحر؟,179,"لا تزيــد ســاعات العمــل علــى ظهــر الســفينة أثنــاء وجودهــا فــي عــرض البحــر علــى أربــع عشــرة ســاعة فــي مــدة أربــع وعشــرين ســاعة ، 
ولا على إثنتين وسبعين ساعة في مدة سبعة أيام .",182
هل يمكن أن تزيد ساعات العمل اليومية على ظهر السفينة على أربع عشرة ساعة بينما هي في عرض البحر؟,179,"لا تزيــد ســاعات العمــل علــى ظهــر الســفينة أثنــاء وجودهــا فــي عــرض البحــر علــى أربــع عشــرة ســاعة فــي مــدة أربــع وعشــرين ســاعة ، 
ولا على إثنتين وسبعين ساعة في مدة سبعة أيام .",182
ما هو الحد الأقصى لعدد الساعات الأسبوعية للعمل على ظهر السفينة وفقًا لنظام العمل السعودي؟,179,"لا تزيــد ســاعات العمــل علــى ظهــر الســفينة أثنــاء وجودهــا فــي عــرض البحــر علــى أربــع عشــرة ســاعة فــي مــدة أربــع وعشــرين ســاعة ، 
ولا على إثنتين وسبعين ساعة في مدة سبعة أيام .",182
ماذا يجب أن يكون إجمالي ساعات العمل خلال سبعة أيام إذا كانت السفينة موجودة في عرض البحر؟,179,"لا تزيــد ســاعات العمــل علــى ظهــر الســفينة أثنــاء وجودهــا فــي عــرض البحــر علــى أربــع عشــرة ســاعة فــي مــدة أربــع وعشــرين ســاعة ، 
ولا على إثنتين وسبعين ساعة في مدة سبعة أيام .",182
كم تكون الحصة التي يستحقها البحار إذا قام بمساعدة سفينة أخرى كما نصت المادة 180 في نظام العمل السعودي؟,180,"لكــل بحــار أَســهم فــي مســاعدة ســفينة أخــرى ، أو إِنقاذهــا ، نصــيب فــي المكافــإة التــي تســتحقها الســفينة التــي يعمــل فيهــا ، أيــاً كــان 
نوع أجرة العمل الذي يؤديه.",183
هل يختلف نصيب البحار في المكافأة إذا كان نوع أجرة العمل مختلفًا كما ذكر في المادة 180 من نظام العمل السعودي؟,180,"لكــل بحــار أَســهم فــي مســاعدة ســفينة أخــرى ، أو إِنقاذهــا ، نصــيب فــي المكافــإة التــي تســتحقها الســفينة التــي يعمــل فيهــا ، أيــاً كــان 
نوع أجرة العمل الذي يؤديه.",183
ما هو دور البحار في الحصول على المكافأة المتعلقة بمساعدة السفن الأخرى، بناءً على المادة 180 في نظام العمل السعودي؟,180,"لكــل بحــار أَســهم فــي مســاعدة ســفينة أخــرى ، أو إِنقاذهــا ، نصــيب فــي المكافــإة التــي تســتحقها الســفينة التــي يعمــل فيهــا ، أيــاً كــان 
نوع أجرة العمل الذي يؤديه.",183
طبقاً للمادة 180، هل يحق لأي بحار الحصول على نسبة من المكافأة في حالة إنقاذ سفينة أخرى؟,180,"لكــل بحــار أَســهم فــي مســاعدة ســفينة أخــرى ، أو إِنقاذهــا ، نصــيب فــي المكافــإة التــي تســتحقها الســفينة التــي يعمــل فيهــا ، أيــاً كــان 
نوع أجرة العمل الذي يؤديه.",183
كيف يتم تحديد نصيب البحار في المكافأة عند مساعدته للسفن الأخرى وفقاً للمادة 180 في نظام العمل السعودي؟,180,"لكــل بحــار أَســهم فــي مســاعدة ســفينة أخــرى ، أو إِنقاذهــا ، نصــيب فــي المكافــإة التــي تســتحقها الســفينة التــي يعمــل فيهــا ، أيــاً كــان 
نوع أجرة العمل الذي يؤديه.",183
ما هي الحقوق المستحقة لورثة البحار عند وفاته أثناء الرحلة وفقًا لنظام العمل السعودي؟,181,"إذا تــوفي أحــد البحــارة أثنــاء الرحلــة فيكــون لورثتــه الحــق فــي الحصــول علــى أجــره إلــى يــوم وفاتــه إذا كــان الأجــر بحســب الشــهر . أمــا إذا 
كــان أجــره يحســب بالرحلــة فيحــق للورثــة تســلم أجــره عــن الرحلــة كاملــة 0 وإذا كــان الأجــر حصــة فــي الأربــاح ، فإنهــا تســتحق بأكملهــا . 
وتــودع المبــالغ المســتحقة للبحــار المتــوفى ، أو المفقــود ، أو الــذي يتعــذر عليــه التســلم ، لــدى مكتــب العمــل فــي مينــاء الوصــول فــي 
المملكة .",184
كيف يتم تحديد الأجر المستحق لورثة البحار في حالة وفاته إذا كان أجره محسوبًا حسب الشهر؟,181,"إذا تــوفي أحــد البحــارة أثنــاء الرحلــة فيكــون لورثتــه الحــق فــي الحصــول علــى أجــره إلــى يــوم وفاتــه إذا كــان الأجــر بحســب الشــهر . أمــا إذا 
كــان أجــره يحســب بالرحلــة فيحــق للورثــة تســلم أجــره عــن الرحلــة كاملــة 0 وإذا كــان الأجــر حصــة فــي الأربــاح ، فإنهــا تســتحق بأكملهــا . 
وتــودع المبــالغ المســتحقة للبحــار المتــوفى ، أو المفقــود ، أو الــذي يتعــذر عليــه التســلم ، لــدى مكتــب العمــل فــي مينــاء الوصــول فــي 
المملكة .",184
ماذا يحدث للأجر المستحق للبحار المفقود أو المتوفى أثناء الرحلة وأين يتم إيداعه بحسب النظام السعودي؟,181,"إذا تــوفي أحــد البحــارة أثنــاء الرحلــة فيكــون لورثتــه الحــق فــي الحصــول علــى أجــره إلــى يــوم وفاتــه إذا كــان الأجــر بحســب الشــهر . أمــا إذا 
كــان أجــره يحســب بالرحلــة فيحــق للورثــة تســلم أجــره عــن الرحلــة كاملــة 0 وإذا كــان الأجــر حصــة فــي الأربــاح ، فإنهــا تســتحق بأكملهــا . 
وتــودع المبــالغ المســتحقة للبحــار المتــوفى ، أو المفقــود ، أو الــذي يتعــذر عليــه التســلم ، لــدى مكتــب العمــل فــي مينــاء الوصــول فــي 
المملكة .",184
